id,context,sentence,graph,variable_name,predicate,broad_aspect_1,broad_aspect_2,broad_aspect_3,broad_aspect_4,broad_aspect_5,compare
lpp_1943.615," "" Yes ? "" said the little prince , who did not understand what the conceited man was talking about ."," "" Clap your hands , one against the other , "" the conceited man now directed him .","(s615d / direct-01
       :ARG0 (s615m / man
                    :mod (s615c / conceit))
       :ARG1 (s615p / person
                    :part (s615h2 / hand
                                  :refer-number plural)
                    :refer-person 2nd
                    :refer-number singular)
       :ARG2 (s615c2 / clap-01
                     :ARG0 s615p
                     :ARG1 s615h2
                     :manner (s615a / against-01
                                    :ARG1 (s615h3 / hand
                                                  :ARG1-of (s615i / include-91
                                                                  :ARG2 s615h2)
                                                  :quant 1)
                                    :ARG2 (s615h4 / hand
                                                  :ARG1-of (s615o / other-01
                                                                  :ARG2 s615h3)
                                                  :ARG1-of (s615i2 / include-91
                                                                   :ARG2 s615h2)))
                     :quote s615d
                     :mode imperative)
       :temporal (s615n / now))",s615d,direct-01,performance,performance,,,,TRUE
lpp_1943.615," "" Yes ? "" said the little prince , who did not understand what the conceited man was talking about ."," "" Clap your hands , one against the other , "" the conceited man now directed him .","(s615d / direct-01
       :ARG0 (s615m / man
                    :mod (s615c / conceit))
       :ARG1 (s615p / person
                    :part (s615h2 / hand
                                  :refer-number plural)
                    :refer-person 2nd
                    :refer-number singular)
       :ARG2 (s615c2 / clap-01
                     :ARG0 s615p
                     :ARG1 s615h2
                     :manner (s615a / against-01
                                    :ARG1 (s615h3 / hand
                                                  :ARG1-of (s615i / include-91
                                                                  :ARG2 s615h2)
                                                  :quant 1)
                                    :ARG2 (s615h4 / hand
                                                  :ARG1-of (s615o / other-01
                                                                  :ARG2 s615h3)
                                                  :ARG1-of (s615i2 / include-91
                                                                   :ARG2 s615h2)))
                     :quote s615d
                     :mode imperative)
       :temporal (s615n / now))",s615c2,clap-01,performance,performance,,,,TRUE
lpp_1943.615," "" Yes ? "" said the little prince , who did not understand what the conceited man was talking about ."," "" Clap your hands , one against the other , "" the conceited man now directed him .","(s615d / direct-01
       :ARG0 (s615m / man
                    :mod (s615c / conceit))
       :ARG1 (s615p / person
                    :part (s615h2 / hand
                                  :refer-number plural)
                    :refer-person 2nd
                    :refer-number singular)
       :ARG2 (s615c2 / clap-01
                     :ARG0 s615p
                     :ARG1 s615h2
                     :manner (s615a / against-01
                                    :ARG1 (s615h3 / hand
                                                  :ARG1-of (s615i / include-91
                                                                  :ARG2 s615h2)
                                                  :quant 1)
                                    :ARG2 (s615h4 / hand
                                                  :ARG1-of (s615o / other-01
                                                                  :ARG2 s615h3)
                                                  :ARG1-of (s615i2 / include-91
                                                                   :ARG2 s615h2)))
                     :quote s615d
                     :mode imperative)
       :temporal (s615n / now))",s615a,against-01,none,none,,,,TRUE
lpp_1943.615," "" Yes ? "" said the little prince , who did not understand what the conceited man was talking about ."," "" Clap your hands , one against the other , "" the conceited man now directed him .","(s615d / direct-01
       :ARG0 (s615m / man
                    :mod (s615c / conceit))
       :ARG1 (s615p / person
                    :part (s615h2 / hand
                                  :refer-number plural)
                    :refer-person 2nd
                    :refer-number singular)
       :ARG2 (s615c2 / clap-01
                     :ARG0 s615p
                     :ARG1 s615h2
                     :manner (s615a / against-01
                                    :ARG1 (s615h3 / hand
                                                  :ARG1-of (s615i / include-91
                                                                  :ARG2 s615h2)
                                                  :quant 1)
                                    :ARG2 (s615h4 / hand
                                                  :ARG1-of (s615o / other-01
                                                                  :ARG2 s615h3)
                                                  :ARG1-of (s615i2 / include-91
                                                                   :ARG2 s615h2)))
                     :quote s615d
                     :mode imperative)
       :temporal (s615n / now))",s615i,include-91,none,none,,,,TRUE
lpp_1943.615," "" Yes ? "" said the little prince , who did not understand what the conceited man was talking about ."," "" Clap your hands , one against the other , "" the conceited man now directed him .","(s615d / direct-01
       :ARG0 (s615m / man
                    :mod (s615c / conceit))
       :ARG1 (s615p / person
                    :part (s615h2 / hand
                                  :refer-number plural)
                    :refer-person 2nd
                    :refer-number singular)
       :ARG2 (s615c2 / clap-01
                     :ARG0 s615p
                     :ARG1 s615h2
                     :manner (s615a / against-01
                                    :ARG1 (s615h3 / hand
                                                  :ARG1-of (s615i / include-91
                                                                  :ARG2 s615h2)
                                                  :quant 1)
                                    :ARG2 (s615h4 / hand
                                                  :ARG1-of (s615o / other-01
                                                                  :ARG2 s615h3)
                                                  :ARG1-of (s615i2 / include-91
                                                                   :ARG2 s615h2)))
                     :quote s615d
                     :mode imperative)
       :temporal (s615n / now))",s615o,other-01,none,none,,,,TRUE
lpp_1943.615," "" Yes ? "" said the little prince , who did not understand what the conceited man was talking about ."," "" Clap your hands , one against the other , "" the conceited man now directed him .","(s615d / direct-01
       :ARG0 (s615m / man
                    :mod (s615c / conceit))
       :ARG1 (s615p / person
                    :part (s615h2 / hand
                                  :refer-number plural)
                    :refer-person 2nd
                    :refer-number singular)
       :ARG2 (s615c2 / clap-01
                     :ARG0 s615p
                     :ARG1 s615h2
                     :manner (s615a / against-01
                                    :ARG1 (s615h3 / hand
                                                  :ARG1-of (s615i / include-91
                                                                  :ARG2 s615h2)
                                                  :quant 1)
                                    :ARG2 (s615h4 / hand
                                                  :ARG1-of (s615o / other-01
                                                                  :ARG2 s615h3)
                                                  :ARG1-of (s615i2 / include-91
                                                                   :ARG2 s615h2)))
                     :quote s615d
                     :mode imperative)
       :temporal (s615n / now))",s615i2,include-91,none,none,,,,TRUE
lpp_1943.616," "" Clap your hands , one against the other , "" the conceited man now directed him .",The little prince clapped his hands .,"(s616c / clap-01
       :ARG0 (s616p / prince
                    :mod (s616l / little)
                    :part (s616h / hand))
       :ARG1 s616h)",s616c,clap-01,performance,performance,,,,TRUE
lpp_1943.617,The little prince clapped his hands .,The conceited man raised his hat in a modest salute .,"(s617r / raise-01
       :ARG0 (s617m / man
                    :mod (s617c / conceit))
       :ARG1 (s617h / hat
                    :possessor s617m)
       :subevent-of (s617s / salute-01
                           :ARG0 s617m
                           :manner (s617m2 / modest)
                           :instrument s617h))",s617r,raise-01,performance,performance,,,,TRUE
lpp_1943.617,The little prince clapped his hands .,The conceited man raised his hat in a modest salute .,"(s617r / raise-01
       :ARG0 (s617m / man
                    :mod (s617c / conceit))
       :ARG1 (s617h / hat
                    :possessor s617m)
       :subevent-of (s617s / salute-01
                           :ARG0 s617m
                           :manner (s617m2 / modest)
                           :instrument s617h))",s617s,salute-01,process,process,,,,TRUE
lpp_1943.618,The conceited man raised his hat in a modest salute .," "" This is more entertaining than the visit to the king , "" the little prince said to himself .","(s618s / say-01
       :ARG0 (s618p / prince
                    :mod (s618l / little))
       :ARG1 (s618h / have-degree-91
                    :ARG1 (s618t / this)
                    :ARG2 (s618e / entertain-01
                                 :ARG0 s618t)
                    :ARG3 (s618m / more)
                    :ARG4 (s618v / visit-01
                                 :ARG1 (s618k / king))
                    :quote s618s)
       :ARG2 s618p)",s618s,say-01,performance,performance,,,,TRUE
lpp_1943.618,The conceited man raised his hat in a modest salute .," "" This is more entertaining than the visit to the king , "" the little prince said to himself .","(s618s / say-01
       :ARG0 (s618p / prince
                    :mod (s618l / little))
       :ARG1 (s618h / have-degree-91
                    :ARG1 (s618t / this)
                    :ARG2 (s618e / entertain-01
                                 :ARG0 s618t)
                    :ARG3 (s618m / more)
                    :ARG4 (s618v / visit-01
                                 :ARG1 (s618k / king))
                    :quote s618s)
       :ARG2 s618p)",s618h,have-degree-91,none,state,state,,,FALSE
lpp_1943.618,The conceited man raised his hat in a modest salute .," "" This is more entertaining than the visit to the king , "" the little prince said to himself .","(s618s / say-01
       :ARG0 (s618p / prince
                    :mod (s618l / little))
       :ARG1 (s618h / have-degree-91
                    :ARG1 (s618t / this)
                    :ARG2 (s618e / entertain-01
                                 :ARG0 s618t)
                    :ARG3 (s618m / more)
                    :ARG4 (s618v / visit-01
                                 :ARG1 (s618k / king))
                    :quote s618s)
       :ARG2 s618p)",s618e,entertain-01,state,state,,,,TRUE
lpp_1943.618,The conceited man raised his hat in a modest salute .," "" This is more entertaining than the visit to the king , "" the little prince said to himself .","(s618s / say-01
       :ARG0 (s618p / prince
                    :mod (s618l / little))
       :ARG1 (s618h / have-degree-91
                    :ARG1 (s618t / this)
                    :ARG2 (s618e / entertain-01
                                 :ARG0 s618t)
                    :ARG3 (s618m / more)
                    :ARG4 (s618v / visit-01
                                 :ARG1 (s618k / king))
                    :quote s618s)
       :ARG2 s618p)",s618v,visit-01,process,process,,,,TRUE
lpp_1943.619," "" This is more entertaining than the visit to the king , "" the little prince said to himself .","And he began again to clap his hands , one against the other .","(s619b / begin-01
       :ARG0 (s619h / he
                    :part (s619h2 / hand)
                    :part (s619h3 / hand
                                  :quant 1)
                    :part (s619h4 / hand
                                  :ARG1-of (s619d / differ-02
                                                  :ARG2 s619h3)))
       :ARG1 (s619c / clap-01
                    :ARG0 s619h
                    :ARG1 s619h2
                    :manner (s619c2 / clap-01
                                    :ARG0 s619h
                                    :ARG1 s619h3
                                    :ARG2 s619h4))
       :mod (s619a / again))",s619b,begin-01,endeavor,endeavor,,,,TRUE
lpp_1943.619," "" This is more entertaining than the visit to the king , "" the little prince said to himself .","And he began again to clap his hands , one against the other .","(s619b / begin-01
       :ARG0 (s619h / he
                    :part (s619h2 / hand)
                    :part (s619h3 / hand
                                  :quant 1)
                    :part (s619h4 / hand
                                  :ARG1-of (s619d / differ-02
                                                  :ARG2 s619h3)))
       :ARG1 (s619c / clap-01
                    :ARG0 s619h
                    :ARG1 s619h2
                    :manner (s619c2 / clap-01
                                    :ARG0 s619h
                                    :ARG1 s619h3
                                    :ARG2 s619h4))
       :mod (s619a / again))",s619d,differ-02,none,none,,,,TRUE
lpp_1943.619," "" This is more entertaining than the visit to the king , "" the little prince said to himself .","And he began again to clap his hands , one against the other .","(s619b / begin-01
       :ARG0 (s619h / he
                    :part (s619h2 / hand)
                    :part (s619h3 / hand
                                  :quant 1)
                    :part (s619h4 / hand
                                  :ARG1-of (s619d / differ-02
                                                  :ARG2 s619h3)))
       :ARG1 (s619c / clap-01
                    :ARG0 s619h
                    :ARG1 s619h2
                    :manner (s619c2 / clap-01
                                    :ARG0 s619h
                                    :ARG1 s619h3
                                    :ARG2 s619h4))
       :mod (s619a / again))",s619c,clap-01,endeavor,endeavor,,,,TRUE
lpp_1943.619," "" This is more entertaining than the visit to the king , "" the little prince said to himself .","And he began again to clap his hands , one against the other .","(s619b / begin-01
       :ARG0 (s619h / he
                    :part (s619h2 / hand)
                    :part (s619h3 / hand
                                  :quant 1)
                    :part (s619h4 / hand
                                  :ARG1-of (s619d / differ-02
                                                  :ARG2 s619h3)))
       :ARG1 (s619c / clap-01
                    :ARG0 s619h
                    :ARG1 s619h2
                    :manner (s619c2 / clap-01
                                    :ARG0 s619h
                                    :ARG1 s619h3
                                    :ARG2 s619h4))
       :mod (s619a / again))",s619c2,clap-01,none,none,,,,TRUE
lpp_1943.620,"And he began again to clap his hands , one against the other .",The conceited man against raised his hat in salute .,"(s620r / raise-01
       :ARG0 (s620m / man
                    :mod (s620c / conceit))
       :ARG1 (s620h2 / hat)
       :mod (s620a / again)
       :subevent-of (s620s / salute-01
                           :ARG0 s620m
                           :instrument s620h2))",s620r,raise-01,performance,performance,,,,TRUE
lpp_1943.620,"And he began again to clap his hands , one against the other .",The conceited man against raised his hat in salute .,"(s620r / raise-01
       :ARG0 (s620m / man
                    :mod (s620c / conceit))
       :ARG1 (s620h2 / hat)
       :mod (s620a / again)
       :subevent-of (s620s / salute-01
                           :ARG0 s620m
                           :instrument s620h2))",s620s,salute-01,process,process,,,,TRUE
lpp_1943.621,The conceited man against raised his hat in salute .,After five minutes of this exercise the little prince grew tired of the game 's monotony .,"(s621t / tire-01
       :ARG0 (s621p / prince
                    :mod (s621l / little))
       :ARG1 (s621m / monotony
                    :possessor (s621g2 / game))
       :temporal (s621a / after
                        :op1 (s621e / exercise
                                    :duration (s621t2 / temporal-quantity
                                                      :unit (s621m2 / minute)
                                                      :quant 5))))",s621t,tire-01,performance,performance,,,,TRUE
lpp_1943.622,After five minutes of this exercise the little prince grew tired of the game 's monotony .," "" And what should one do to make the hat come down ? "" he asked .","(s622a / ask-01
       :ARG0 (s622h / he)
       :ARG1 (s622d / do-02
                    :ARG0 (s622o / one)
                    :ARG1 (s622a2 / umr-unknown)
                    :ARG2 (s622m / make-02
                                 :ARG0 s622o
                                 :ARG1 (s622c / come-01
                                              :ARG1 (s622h3 / hat)
                                              :direction (s622d3 / down)))
                    :quote s622a))",s622a,ask-01,performance,performance,,,,TRUE
lpp_1943.622,After five minutes of this exercise the little prince grew tired of the game 's monotony .," "" And what should one do to make the hat come down ? "" he asked .","(s622a / ask-01
       :ARG0 (s622h / he)
       :ARG1 (s622d / do-02
                    :ARG0 (s622o / one)
                    :ARG1 (s622a2 / umr-unknown)
                    :ARG2 (s622m / make-02
                                 :ARG0 s622o
                                 :ARG1 (s622c / come-01
                                              :ARG1 (s622h3 / hat)
                                              :direction (s622d3 / down)))
                    :quote s622a))",s622d,do-02,performance,performance,,,,TRUE
lpp_1943.622,After five minutes of this exercise the little prince grew tired of the game 's monotony .," "" And what should one do to make the hat come down ? "" he asked .","(s622a / ask-01
       :ARG0 (s622h / he)
       :ARG1 (s622d / do-02
                    :ARG0 (s622o / one)
                    :ARG1 (s622a2 / umr-unknown)
                    :ARG2 (s622m / make-02
                                 :ARG0 s622o
                                 :ARG1 (s622c / come-01
                                              :ARG1 (s622h3 / hat)
                                              :direction (s622d3 / down)))
                    :quote s622a))",s622m,make-02,performance,performance,,,,TRUE
lpp_1943.622,After five minutes of this exercise the little prince grew tired of the game 's monotony .," "" And what should one do to make the hat come down ? "" he asked .","(s622a / ask-01
       :ARG0 (s622h / he)
       :ARG1 (s622d / do-02
                    :ARG0 (s622o / one)
                    :ARG1 (s622a2 / umr-unknown)
                    :ARG2 (s622m / make-02
                                 :ARG0 s622o
                                 :ARG1 (s622c / come-01
                                              :ARG1 (s622h3 / hat)
                                              :direction (s622d3 / down)))
                    :quote s622a))",s622c,come-01,performance,performance,,,,TRUE
lpp_1943.623," "" And what should one do to make the hat come down ? "" he asked .",But the conceited man did not hear him .,"(s623h / hear-01
       :ARG0 (s623m / man
                    :mod (s623c / conceit))
       :ARG2 (s623h2 / he)
       :polarity -)",s623h,hear-01,state,state,,,,TRUE
lpp_1943.624,But the conceited man did not hear him .,Conceited people never hear anything but praise .,"(s624h / hear-01
       :ARG0 (s624p / person
                    :mod (s624c / conceit))
       :ARG1 (s624a / anything
                    :concession (s624p2 / praise-01))
       :temporal (s624e / ever)
       :polarity -)",s624h,hear-01,state,state,,,,TRUE
lpp_1943.624,But the conceited man did not hear him .,Conceited people never hear anything but praise .,"(s624h / hear-01
       :ARG0 (s624p / person
                    :mod (s624c / conceit))
       :ARG1 (s624a / anything
                    :concession (s624p2 / praise-01))
       :temporal (s624e / ever)
       :polarity -)",s624p2,praise-01,process,process,,,,TRUE
lpp_1943.625,Conceited people never hear anything but praise .," "" Do you really admire me very much ? "" he demanded of the little prince .","(s625d / demand-01
       :ARG0 (s625h / he)
       :ARG1 (s625a / admire-01
                    :polarity (s625u / umr-unknown)
                    :ARG0 (s625p / prince
                                 :mod (s625l / little))
                    :ARG1 s625h
                    :ARG1-of (s625r / real-04)
                    :quote s625d
                    :degree intensifier)
       :ARG2 s625p)",s625d,demand-01,performance,performance,,,,TRUE
lpp_1943.625,Conceited people never hear anything but praise .," "" Do you really admire me very much ? "" he demanded of the little prince .","(s625d / demand-01
       :ARG0 (s625h / he)
       :ARG1 (s625a / admire-01
                    :polarity (s625u / umr-unknown)
                    :ARG0 (s625p / prince
                                 :mod (s625l / little))
                    :ARG1 s625h
                    :ARG1-of (s625r / real-04)
                    :quote s625d
                    :degree intensifier)
       :ARG2 s625p)",s625a,admire-01,state,state,,,,TRUE
lpp_1943.625,Conceited people never hear anything but praise .," "" Do you really admire me very much ? "" he demanded of the little prince .","(s625d / demand-01
       :ARG0 (s625h / he)
       :ARG1 (s625a / admire-01
                    :polarity (s625u / umr-unknown)
                    :ARG0 (s625p / prince
                                 :mod (s625l / little))
                    :ARG1 s625h
                    :ARG1-of (s625r / real-04)
                    :quote s625d
                    :degree intensifier)
       :ARG2 s625p)",s625r,real-04,none,none,,,,TRUE
lpp_1943.626," "" Do you really admire me very much ? "" he demanded of the little prince ."," "" What does that mean - - ' admire ' ? ""","(s626m / mean-01
       :ARG1 (s626a / admire-01)
       :ARG2 (s626a2 / umr-unknown))",s626m,mean-01,state,state,,,,TRUE
lpp_1943.626," "" Do you really admire me very much ? "" he demanded of the little prince ."," "" What does that mean - - ' admire ' ? ""","(s626m / mean-01
       :ARG1 (s626a / admire-01)
       :ARG2 (s626a2 / umr-unknown))",s626a,admire-01,state,state,,,,TRUE
lpp_1943.627," "" What does that mean - - ' admire ' ? """," "" To admire mean that you regard me as the handsomest , the best - dressed , the richest , and the most intelligent man on this planet . ""","(s627m / mean-01
       :ARG1 (s627a / admire-01)
       :ARG2 (s627r / regard-01
                    :ARG0 (s627y / you)
                    :ARG1 (s627i / i)
                    :ARG2 (s627m6 / man
                                  :ARG1-of (s627h2 / have-degree-91
                                                   :ARG2 (s627h / handsome)
                                                   :ARG3 (s627m2 / most)
                                                   :ARG5 (s627p2 / planet
                                                                 :mod (s627t / this)))
                                  :ARG1-of (s627h3 / have-degree-91
                                                   :ARG2 (s627w2 / well-09
                                                                 :ARG1 (s627d / dress-01
                                                                              :ARG1 s627m6))
                                                   :ARG3 (s627m3 / most)
                                                   :ARG5 s627p2)
                                  :ARG1-of (s627h4 / have-degree-91
                                                   :ARG2 (s627r2 / rich)
                                                   :ARG3 (s627m4 / most)
                                                   :ARG5 s627p2)
                                  :ARG1-of (s627h5 / have-degree-91
                                                   :ARG2 (s627i2 / intelligent-01
                                                                 :ARG1 s627m6)
                                                   :ARG3 (s627m5 / most)
                                                   :ARG5 s627p2))))",s627m,mean-01,state,state,,,,TRUE
lpp_1943.627," "" What does that mean - - ' admire ' ? """," "" To admire mean that you regard me as the handsomest , the best - dressed , the richest , and the most intelligent man on this planet . ""","(s627m / mean-01
       :ARG1 (s627a / admire-01)
       :ARG2 (s627r / regard-01
                    :ARG0 (s627y / you)
                    :ARG1 (s627i / i)
                    :ARG2 (s627m6 / man
                                  :ARG1-of (s627h2 / have-degree-91
                                                   :ARG2 (s627h / handsome)
                                                   :ARG3 (s627m2 / most)
                                                   :ARG5 (s627p2 / planet
                                                                 :mod (s627t / this)))
                                  :ARG1-of (s627h3 / have-degree-91
                                                   :ARG2 (s627w2 / well-09
                                                                 :ARG1 (s627d / dress-01
                                                                              :ARG1 s627m6))
                                                   :ARG3 (s627m3 / most)
                                                   :ARG5 s627p2)
                                  :ARG1-of (s627h4 / have-degree-91
                                                   :ARG2 (s627r2 / rich)
                                                   :ARG3 (s627m4 / most)
                                                   :ARG5 s627p2)
                                  :ARG1-of (s627h5 / have-degree-91
                                                   :ARG2 (s627i2 / intelligent-01
                                                                 :ARG1 s627m6)
                                                   :ARG3 (s627m5 / most)
                                                   :ARG5 s627p2))))",s627a,admire-01,process,state,state,,,FALSE
lpp_1943.627," "" What does that mean - - ' admire ' ? """," "" To admire mean that you regard me as the handsomest , the best - dressed , the richest , and the most intelligent man on this planet . ""","(s627m / mean-01
       :ARG1 (s627a / admire-01)
       :ARG2 (s627r / regard-01
                    :ARG0 (s627y / you)
                    :ARG1 (s627i / i)
                    :ARG2 (s627m6 / man
                                  :ARG1-of (s627h2 / have-degree-91
                                                   :ARG2 (s627h / handsome)
                                                   :ARG3 (s627m2 / most)
                                                   :ARG5 (s627p2 / planet
                                                                 :mod (s627t / this)))
                                  :ARG1-of (s627h3 / have-degree-91
                                                   :ARG2 (s627w2 / well-09
                                                                 :ARG1 (s627d / dress-01
                                                                              :ARG1 s627m6))
                                                   :ARG3 (s627m3 / most)
                                                   :ARG5 s627p2)
                                  :ARG1-of (s627h4 / have-degree-91
                                                   :ARG2 (s627r2 / rich)
                                                   :ARG3 (s627m4 / most)
                                                   :ARG5 s627p2)
                                  :ARG1-of (s627h5 / have-degree-91
                                                   :ARG2 (s627i2 / intelligent-01
                                                                 :ARG1 s627m6)
                                                   :ARG3 (s627m5 / most)
                                                   :ARG5 s627p2))))",s627r,regard-01,state,state,,,,TRUE
lpp_1943.627," "" What does that mean - - ' admire ' ? """," "" To admire mean that you regard me as the handsomest , the best - dressed , the richest , and the most intelligent man on this planet . ""","(s627m / mean-01
       :ARG1 (s627a / admire-01)
       :ARG2 (s627r / regard-01
                    :ARG0 (s627y / you)
                    :ARG1 (s627i / i)
                    :ARG2 (s627m6 / man
                                  :ARG1-of (s627h2 / have-degree-91
                                                   :ARG2 (s627h / handsome)
                                                   :ARG3 (s627m2 / most)
                                                   :ARG5 (s627p2 / planet
                                                                 :mod (s627t / this)))
                                  :ARG1-of (s627h3 / have-degree-91
                                                   :ARG2 (s627w2 / well-09
                                                                 :ARG1 (s627d / dress-01
                                                                              :ARG1 s627m6))
                                                   :ARG3 (s627m3 / most)
                                                   :ARG5 s627p2)
                                  :ARG1-of (s627h4 / have-degree-91
                                                   :ARG2 (s627r2 / rich)
                                                   :ARG3 (s627m4 / most)
                                                   :ARG5 s627p2)
                                  :ARG1-of (s627h5 / have-degree-91
                                                   :ARG2 (s627i2 / intelligent-01
                                                                 :ARG1 s627m6)
                                                   :ARG3 (s627m5 / most)
                                                   :ARG5 s627p2))))",s627h2,have-degree-91,none,none,,,,TRUE
lpp_1943.627," "" What does that mean - - ' admire ' ? """," "" To admire mean that you regard me as the handsomest , the best - dressed , the richest , and the most intelligent man on this planet . ""","(s627m / mean-01
       :ARG1 (s627a / admire-01)
       :ARG2 (s627r / regard-01
                    :ARG0 (s627y / you)
                    :ARG1 (s627i / i)
                    :ARG2 (s627m6 / man
                                  :ARG1-of (s627h2 / have-degree-91
                                                   :ARG2 (s627h / handsome)
                                                   :ARG3 (s627m2 / most)
                                                   :ARG5 (s627p2 / planet
                                                                 :mod (s627t / this)))
                                  :ARG1-of (s627h3 / have-degree-91
                                                   :ARG2 (s627w2 / well-09
                                                                 :ARG1 (s627d / dress-01
                                                                              :ARG1 s627m6))
                                                   :ARG3 (s627m3 / most)
                                                   :ARG5 s627p2)
                                  :ARG1-of (s627h4 / have-degree-91
                                                   :ARG2 (s627r2 / rich)
                                                   :ARG3 (s627m4 / most)
                                                   :ARG5 s627p2)
                                  :ARG1-of (s627h5 / have-degree-91
                                                   :ARG2 (s627i2 / intelligent-01
                                                                 :ARG1 s627m6)
                                                   :ARG3 (s627m5 / most)
                                                   :ARG5 s627p2))))",s627h3,have-degree-91,none,none,,,,TRUE
lpp_1943.627," "" What does that mean - - ' admire ' ? """," "" To admire mean that you regard me as the handsomest , the best - dressed , the richest , and the most intelligent man on this planet . ""","(s627m / mean-01
       :ARG1 (s627a / admire-01)
       :ARG2 (s627r / regard-01
                    :ARG0 (s627y / you)
                    :ARG1 (s627i / i)
                    :ARG2 (s627m6 / man
                                  :ARG1-of (s627h2 / have-degree-91
                                                   :ARG2 (s627h / handsome)
                                                   :ARG3 (s627m2 / most)
                                                   :ARG5 (s627p2 / planet
                                                                 :mod (s627t / this)))
                                  :ARG1-of (s627h3 / have-degree-91
                                                   :ARG2 (s627w2 / well-09
                                                                 :ARG1 (s627d / dress-01
                                                                              :ARG1 s627m6))
                                                   :ARG3 (s627m3 / most)
                                                   :ARG5 s627p2)
                                  :ARG1-of (s627h4 / have-degree-91
                                                   :ARG2 (s627r2 / rich)
                                                   :ARG3 (s627m4 / most)
                                                   :ARG5 s627p2)
                                  :ARG1-of (s627h5 / have-degree-91
                                                   :ARG2 (s627i2 / intelligent-01
                                                                 :ARG1 s627m6)
                                                   :ARG3 (s627m5 / most)
                                                   :ARG5 s627p2))))",s627w2,well-09,none,none,,,,TRUE
lpp_1943.627," "" What does that mean - - ' admire ' ? """," "" To admire mean that you regard me as the handsomest , the best - dressed , the richest , and the most intelligent man on this planet . ""","(s627m / mean-01
       :ARG1 (s627a / admire-01)
       :ARG2 (s627r / regard-01
                    :ARG0 (s627y / you)
                    :ARG1 (s627i / i)
                    :ARG2 (s627m6 / man
                                  :ARG1-of (s627h2 / have-degree-91
                                                   :ARG2 (s627h / handsome)
                                                   :ARG3 (s627m2 / most)
                                                   :ARG5 (s627p2 / planet
                                                                 :mod (s627t / this)))
                                  :ARG1-of (s627h3 / have-degree-91
                                                   :ARG2 (s627w2 / well-09
                                                                 :ARG1 (s627d / dress-01
                                                                              :ARG1 s627m6))
                                                   :ARG3 (s627m3 / most)
                                                   :ARG5 s627p2)
                                  :ARG1-of (s627h4 / have-degree-91
                                                   :ARG2 (s627r2 / rich)
                                                   :ARG3 (s627m4 / most)
                                                   :ARG5 s627p2)
                                  :ARG1-of (s627h5 / have-degree-91
                                                   :ARG2 (s627i2 / intelligent-01
                                                                 :ARG1 s627m6)
                                                   :ARG3 (s627m5 / most)
                                                   :ARG5 s627p2))))",s627d,dress-01,state,none,none,,,FALSE
lpp_1943.627," "" What does that mean - - ' admire ' ? """," "" To admire mean that you regard me as the handsomest , the best - dressed , the richest , and the most intelligent man on this planet . ""","(s627m / mean-01
       :ARG1 (s627a / admire-01)
       :ARG2 (s627r / regard-01
                    :ARG0 (s627y / you)
                    :ARG1 (s627i / i)
                    :ARG2 (s627m6 / man
                                  :ARG1-of (s627h2 / have-degree-91
                                                   :ARG2 (s627h / handsome)
                                                   :ARG3 (s627m2 / most)
                                                   :ARG5 (s627p2 / planet
                                                                 :mod (s627t / this)))
                                  :ARG1-of (s627h3 / have-degree-91
                                                   :ARG2 (s627w2 / well-09
                                                                 :ARG1 (s627d / dress-01
                                                                              :ARG1 s627m6))
                                                   :ARG3 (s627m3 / most)
                                                   :ARG5 s627p2)
                                  :ARG1-of (s627h4 / have-degree-91
                                                   :ARG2 (s627r2 / rich)
                                                   :ARG3 (s627m4 / most)
                                                   :ARG5 s627p2)
                                  :ARG1-of (s627h5 / have-degree-91
                                                   :ARG2 (s627i2 / intelligent-01
                                                                 :ARG1 s627m6)
                                                   :ARG3 (s627m5 / most)
                                                   :ARG5 s627p2))))",s627h4,have-degree-91,none,none,,,,TRUE
lpp_1943.627," "" What does that mean - - ' admire ' ? """," "" To admire mean that you regard me as the handsomest , the best - dressed , the richest , and the most intelligent man on this planet . ""","(s627m / mean-01
       :ARG1 (s627a / admire-01)
       :ARG2 (s627r / regard-01
                    :ARG0 (s627y / you)
                    :ARG1 (s627i / i)
                    :ARG2 (s627m6 / man
                                  :ARG1-of (s627h2 / have-degree-91
                                                   :ARG2 (s627h / handsome)
                                                   :ARG3 (s627m2 / most)
                                                   :ARG5 (s627p2 / planet
                                                                 :mod (s627t / this)))
                                  :ARG1-of (s627h3 / have-degree-91
                                                   :ARG2 (s627w2 / well-09
                                                                 :ARG1 (s627d / dress-01
                                                                              :ARG1 s627m6))
                                                   :ARG3 (s627m3 / most)
                                                   :ARG5 s627p2)
                                  :ARG1-of (s627h4 / have-degree-91
                                                   :ARG2 (s627r2 / rich)
                                                   :ARG3 (s627m4 / most)
                                                   :ARG5 s627p2)
                                  :ARG1-of (s627h5 / have-degree-91
                                                   :ARG2 (s627i2 / intelligent-01
                                                                 :ARG1 s627m6)
                                                   :ARG3 (s627m5 / most)
                                                   :ARG5 s627p2))))",s627h5,have-degree-91,none,none,,,,TRUE
